,Unnamed: 0,text,label
1404,1404,"*Spoilers* Some people claim that Natural Born Killers is brilliant criticism of the media obsession with violence. But this contention ignores the actual content of the film. Oliver Stone could have shown his serial killers as vicious, inhuman murderers of innocent people and contrasted this with a morbid media fascination. Instead he lends them justification. The movie portrays just about every victim as someone who deserved to be hurt. Engaging in vicious stereotyping, Stone presents the vict",0
3223,3223,"Having just seen this on TMC, it's fresh in my mind. It's obvious that while the stooges are featured stars, they don't really run the show. First, they're broken into 2 groups - Moe, as ""Shorty"" and Larry and Curly as a pair of vagrants, so there's not a whole lot of full team work. The love story that fuels the plot is uninteresting, the two ladies are the only ones with any acting ability, there's another group of musical stooges that are unfunny, unless you consider their attempts at being f",0
4546,4546,"New York I Love You just like its predecessor (Paris Je T'Aime) is a compound of various stories that reflects the different kinds and aspects of love but unlike it the rhythm is much faster and the stories much shorter. The movie offers a unique view of the city of New York with its various and different landscapes. New York, I Love You offers a first class cast, featuring such great actors like Shia LaBeouf, Natalie Portman, Ian McKellen, Hayden Christensen, Chistina Rcci and Orlando Bloom, Et",1
1557,1557,"Despite the rave reviews this flick has garnered in New Zealand, any hype surrounding the production is sadly undeserved. Apart from a clichés-only plot, the movie is let down by some weak acting, accents, and overall lack of tension.<br /><br />Whilst having the overall look of a big budget (for NZ), the feel is decidedly small-town Kiwi...<br /><br />Has anyone not seen The Brothers ?? ( http://imdb.com/title/tt0250274/ ) Those who have will pick the similarities straightaway....I've heard com",0
3728,3728,"This film is really bad,so bad that even Christopher Lee cannot save it.A poor story an even poorer script and just plain bad direction makes this a truly outstanding horror film,the outstanding part being that it is the only horror film that i can honestly say i would never ever watch again.This garbage make Plan nine from outerspace look like oscar material.",0
4126,4126,"Many things become clear when watching this film: 1) the acting is terrible. Tom Hanks and Wendy Crewson are so-so, but the parent-child conflict borders soap opera-ish. The other two boys: an overly pouty child prodigy and your stereotypical I'm-a-babe-but-I'm-really-sensitive-inside blonde dreamboat; 2) the film as a whole is depressing and disappointing; 3) Robbie's dreams and episodes are disturbing (acted by Tom Hanks); 4) the inclusion of the beginning love ballads is an odd choice (""we ar",0
1280,1280,"Watching Midnight Cowboy is like taking a masterclass in acting/ directing/ cinematography/ editing/ writing. I was too young to watch it when it was originally released, and only saw it for the first time a couple of years ago, but it has absolutely stood the test of time, and I have watched it several times since. <br /><br />Everything about this film is brilliant, from the poignant performances from Voight and Hoffman (even though I know this movie well, I still find myself welling up every ",1
3387,3387,"Ladies and Gentlemen,please don't get fooled by ""A Stanley Kubrick"" film tag.This is a very bad film which unfortunately has been hailed as one of the deadliest horror films ever made.Horror films should create such a fear that during nights people should shiver their hearts out while thinking about a true horror film.In Shining,there is no real horror at all but what we find instead is just a naive,foolish attempt made to create chilling horror.Everyone knows as to how good the attempts are if ",0
352,352,"---what happened to these unlikeable people. Alan Arkin was, as usual, unfunny and just walks through the role. The kids are all a mess. Mariesa Tomei probably wishes this role had never come her way. And what are Carl Reiner and Rita Moreno doing in this really bad, mean movie? If you enjoy watching losers wallow in their disfunction, and not try in any way to do better, this is your film. All others, take a walk, read a book, or see something else.<br /><br />Jane",0
4226,4226,"I have seen a lot of stupid movies in my life, a lot, but this is without a doubt the worst one ever! I usually like dumb movies, if they are somewhat entertaining, but I can't even think of one good thing about this movie. I like ""Teen Witch"" for Heaven's sake. But S.I.C.K. has horrible acting, lame porn music throughout the whole thing, and even the sex scenes sucked! I would have to compare the lameness of this movie to the likes of ""Twin Dragons"", ""Puppet Master vs the Demonic Toys"" or even ",0
3370,3370,"Evening is an entertaining movie with quite some depth. All the actors and actresses turn in spectacular performances. With the tremendous cast, though, one expects stellar acting, but in this movie the expectations are exceeded. One can relate to personalities and situations in ones own family. As one watches the interaction of the family members one's own family memories are immediately brought to mind. This is one of the few movies that inspires one to read the book. Usually it is the other w",1
2603,2603,"No one goes to a movie like The Hills Have Eyes 2 and expects the second coming of Citizen Kane. The same is true for the majority of low-rent horror flicks, especially those Roger Ebert has dubbed ""Dead Teenager Movies."" The Hills Have Eyes 2 definitely qualifies as a Dead Teenager Movie, only here, the teenagers have been given the superficial appearance of military trainees.<br /><br />Some will argue the line ""it's only a movie"" when questionable facts are raised in a movie review, but I've ",0
2624,2624,"I'll be quick to address the matters of the film here: It was a very engaging story about the destructive qualities about all-consuming passions; a young Italian woman who cannot emotionally connect with her jailed political-radical fiancé (due in part to her apolitical attitudes and freewheeling approach to life) finds solace and passion in a new young lover whom she embarks on an explicitly sexual relationship with. The anxieties, rage, tenderness and passions that swirl around in the atmosphe",1
1348,1348,"Oh, well, this movie starts off well. It's kinda funny and seems like it could be a fun movie. Then it becomes a bit serious and goes off the rails. It sort of wants to be 'Boogie Nights' but it can't achieve it. If only it stayed with the tone of the first quarter of the film...",0
4350,4350,"Steve McQueen has certainly a lot of loyal fans out there. He certainly was a charismatic fellow, one of the most charismatic the big screen ever knew. But even McQueen can't save this turkey of a film, shot with what looks like a brownie camera in the actual locations in St. Louis.<br /><br />McQueen's a new kid with no criminal record brought into the planning of a bank heist by one of the other gang. There's more than a broad hint that there's a gay relationship going on between young Steve a",0
210,210,"The Movie was sub-par, but this Television Pilot delivers a great springboard into what has become a Sci-Fi fans Ideal program. The Actors deliver and the special effects (for a television series) are spectacular. Having an intelligent interesting script doesn't hurt either.<br /><br />Stargate SG1 is currently one of my favorite programs.",1
4184,4184,"After the already disappointing ""Final Conflict"", the series hits rock-bottom with this very weak fourth entry. At least the third film tried (unsuccessfully) to continue the story of Damien, while this one simply rehashes and copies ideas from the ""Omen"" (animals are afraid of the Antichrist, the death of one man is very similar to the death of the photographer in the first film). But what looked exciting and creative there looks just dumb here. And the little girl looks simply like a spoiled k",0
1077,1077,"Disney goes to the well one too many times as anybody who has seen the original LITTLE MERMAID will feel blatantly ripped off. Celebrating the birth of their daughter Melody, Ariel and Eric plan on introducing her to King Triton. The celebration is quickly crashed by Ursula 's sister, Morgana who plans to use Melody as a defense tool to get the King 's trident. Stopping the attack, Ariel and Eric build a wall around the ocean while Melody grows up wondering why she cannot go in there.<br /><br /",0
2578,2578,"Did the movie-makers even preview this before they released it? The script jumps from place to place without giving much explanation. The beginning doesn't clarify if its a prequel or not. It starts with Superman's beginnings on Earth and then jumps to a point after the last movie - but doesn't really alert the viewer of this. VERY confusing! Superman himself is weak and in need of Prozac. He is portrayed as a potential home-wrecker, a stalker, and someone who is clearly depressed and confused. ",0
4095,4095,"Generally I like something light and fun, so this film shouldn't have appealed to me. But it grabbed me from the start. The story of a family's choices and challenges seem obvious, but it raises the question over and over: ""What if it was my family? My choice?"" I cried and laughed when they did because I really felt what the people involved felt. It was in places difficult to watch, but more difficult to turn away. The story is true, and life is sometimes difficult to watch! It shows what film-m",1
1523,1523,"This show had pretty good stories, but bad dialog. The main character was especially annoying. It's quite obvious why this show was canceled, although, like most UPN shows, I never knew it even existed until it was in syndicated re-runs.<br /><br />Most of it's plots seemed to be copied from other shows and movies, leading me to think the producers didn't have an original idea in their heads. <br /><br />I haven't commented enough. You've got to have at least ten lines of text. The special effec",0
1642,1642,"The two things are are good about this film are it's two unknown celebrities.<br /><br />First, Daphne Zuniga, in her first appearance in a film, young and supple, with looks that still encompass her body today, steals the very beginning, which is all she is in, and that is that. She is obviously just starting out because her acting improved with her next projects.<br /><br />Second, the score by then known composer Christopher(Chris) Young is what keeps this stinker from getting a one star...ye",0
1180,1180,"Bugs Bunny accidentally ends up at the South Pole while trying to vacation in Florida. Where he meets a little penquin, which he tries to save from an Eskimo. This short tries and the penquin is adorable, but in the end it's a bit too light in the laughs department. The Eskimo isn't really that great of a foil for Bugs and I just seen a lot better Bugs Bunny cartoons frankly, even other shorts when he's paired with other unknown antagonists. So I can't in good conscience recommend this one. Howe",0
851,851,"The acting in this movie stinks. The plot makes very little sense, but from what I gathered it's supposed to be about this scientist who develops the ability to turn people's personal items into tiny steel balls that then fly into their mouths and turn them into zombies (or blow their heads up, whichever). And the effects are lousy, too. Most of the movie consists of bad music, with the actors dancing equally as badly to the bad music, interspersed with multiple boring sex scenes. This should be",0
1499,1499,"The only part lacking in this movie is Shue's part as the daughter wanting to follow in her ""aunt's"" footsteps as a daytime soap star. Otherwise it would be a perfect 10.<br /><br />It seems that every actor enjoyed their parts and overacting to fulfill their own enjoyment as well as the script - I have to wonder if a little ad lib'ing wasn't taking place in parts. It was well cast and there are some classic lines that will stick with you.<br /><br />It's a fantastic movie everyone should see at",1
4293,4293,"Why has this not been released? I kind of thought it must be a bit rubbish since it hasn't been. How wrong can a girl be! This film is, in a word, enthralling.<br /><br />You will be captivated. It holds your attention from the start and its pace never slows.<br /><br />The final part of the film, the ""episode"" as it were (not giving anything away, you saw that in the trailer) is also unmissable. You will chose a favourite, you will be shocked, you wont be able to go and make a cup of coffee bec",1
259,259,"I have always been keen on watching Hong Kong movies, but all of them failed to meet my expectations...until now! BURNING PARADISE doesn't contain the flat humor most HK movies have, nor a second rate story line that has been dragged into the film. The story is not complex, but there are never scenes that are just there to fill some ""intelligent"" space (the only truely intelligent martial arts film I have seen is CROUCHING TIGER, but since Hollywood is involved it is no true HK movie for me). Th",1
3151,3151,"Millie is a sap. She marries a rich guy named Maitland and they have a child. She then catches him cheating on her and divorces him...but lets him keep the kid she claims to love. Back then in the early 1930s, she would have been entitled to hefty spousal and child support but lets the guy off amazingly easy...with no support...what a sap! Later, when she has a boyfriend and life seems pretty good, he turns out to ALSO be a cheat! Wow, does she have a hard time picking men.<br /><br />As a resul",0
4769,4769,"The film transported everyone back to October 20, 1944 where we seemed to be part of the great Philippine 'I Shall Return' landing scene It was on that Leyte shore where General MacArthur reaped his fame <br /><br />Above all, Gregory Peck triumphed in his portrayal of the great general It is the stride, the set of the shoulders, the intensity It's what both men have had in common: intensity, total absorption, devotion With MacArthur it was for the military With Peck it was for the challen",1
656,656,"There is no denying that Ealing comedies are good, but for me this film stands out as one of the best.<br /><br />The basic premise of the film is that a small part of Pimlico in London is discovered to be part of Burgundy, not the UK. We then follow the lives of the residents in their battle to keep the treasure found after the bomb explodes, and keep out the black market traders who soon realise that being exempt from UK law, rationing does not exist. When they become prisoners in their own st",1
2368,2368,"The movie concerns about Philip(Leslie Howard)he's a serious but handicapped medicine student .He falls fatally in love with a heartless, predatory waitress called Mildred(Bette Davis).She leaves him ,engaging with others(Alan Hale,Reginald Denny).Meanwhile he is romanced with another suitors(Kay Johnson,Frances Dee)but she goes back in a mutually destructive affair.<br /><br />Easily the best and first of numerous films versions of Somerset Maugham's novel. Bette Davis as the cockney cruel wait",1
447,447,"I first saw Thief as a child which makes me almost as old as the Jinn I guess. As any kid would be, I was delighted with the imagination, inventiveness and energy of the film. Several years later, I realized how much of the satire and wit of the script I had missed on that first viewing. I have never passed up an opportunity to watch it throughout the intervening years. In addition to the script, the production transcends the fantasy genre. This is Korda, the storyteller at his very best. When y",1
2519,2519,"Seven young people go to the forest looking for a bear.Soon they are all stalked and viciously murdered by a crazy Vietnam veteran.""Trampa Infernal"" is a pretty entertaining Mexican slasher that reminds me a lot ""The Zero Boys"".The film is fast-paced and there are some good death scenes like throat slashing or axe in the neck.Unfortunately there is not much gore,so fans of grand-guignol will be disappointed.However if you are a fan of slasher movies give this rarity a look.Mexican horror flicks ",1
4228,4228,"This film is the worst excuse for a motion picture I have EVER seen. To begin, I'd like to say the the front cover of this film is by all means misleading, if you think you are about to see a truly scary horror film with a monster clown, you are soooo wrong. In fact the killers face doesn't even slightly resemble the front cover, it's just an image they must have found on Google and thought it looked cool. Speaking of things they found and thought it looked cool, there is a scene in this film wh",0
993,993,"Night of the Comet starts as the world prepares for a once in a lifetime event, the passing of a 65 million plus year old comet. Instead of watching the light show Regina Belmont (Catherine Mary Stewart) decides to spend the night with cinema projectionist Larry Dupree (Michael Bowen) in his booth... They awake the next morning & as Larry attempts to leave the cinema he is attacked & killed by a zombie, the same zombie attacks Regina but she manages to escape where upon she discovers that almost",0
1675,1675,"Annie Potts is the only highlight in this truly dull film. Mark Hamill plays a teenager who is really really really upset that someone stole the Corvette he and his classmates turned into a hotrod (quite possibly the ugliest looking car to be featured in a movie), and heads off to Las Vegas with Annie to track down the evil genius who has stolen his pride and joy.<br /><br />I would have plucked out my eyes after watching this if it wasn't for the fun of watching Annie Potts in a very early role",0
3626,3626,"I saw this movie with some Indian friends on Christmas Day. The quick summary of this movie is MUST AVOID. JP Dutta wrote, directed, produced and edited this movie and did none of these jobs well.<br /><br />The movie tells the story of the attempt by Pakistan in 1999 to capture part of the disputed region of Kashmir from India. Supposedly based on fact, you get a hint from this movie of the difficulty the Indian army had in recapturing the area from the Pakistani troops - who occupied the high ",0
2285,2285,"I saw this film on television years ago, but here several years after, I wake up in the morning, and still remember her face.<br /><br />This film is the most profoundly terrifying film I have seen.",1
4382,4382,"What keeps us going - or at least what I feel the writer wanted us to keep us glued at an early point is our desire to know whether Martinaud has done the dirty deed. Without spoiling so much, of course there is a red herring and a twist. But then we discover that this is the story of Martinaud's imperfections and his difficulty in coping. When there is the revelation - we begin to sympathize and pity him because as the story progresses we are made to think he is the sick, perverted pedophiliac ",1
2380,2380,"Once big action star who fell off the face of the earth ends up in a small town with a problem with drug dealers and a dead body of a federal agent. Reuniting with some former co-stars to clean up the town.<br /><br />Low key, often to the point of blandness, ""action"" comedy mostly just doesn't work. Part of the problem is the casting Chris Klien as a former action hero. he's not bad, but he's really not believable as some one who was taken to be a tough guy. As I said he's not bad, he's just ju",0
2152,2152,"This movie is an utter waste of time, the plot is awful, the dialogue is awful.<br /><br />The acting is OK, but the actors have absolutely no plot or script to work with. The photography and some of the special effects are OK, too, but again there is nothing interesting in this movie to watch. There is no logical progression to the story, the story line is utter nonsense. It isn't even scary. For a movie to be scary, there has to be at least a small element of believability. This movie has no b",0
1970,1970,"Is it a good idea to use live animals for department store window displays?<br /><br />No, and here's why....<br /><br />In ""Hare Conditioned"" the sale that Bugs is helping promote is over and the store manager (Nelson) is transferring him to a new department: taxidermy. Naturally, Bugs objects and the fun begins.<br /><br />using nearly every department in the store (children's wear, sports, shoes, costumes, women's nightgowns - don't ask.), Bugs comes out on top at every turn, even referring t",1
2442,2442,"The first mystery is to guess what Welles' original film was like. That makes this a real adventure -- to see an incomplete skeleton and using cinematic forensics, imagine the beautiful woman it once supported.<br /><br />If you do, you will both see and experience perhaps one of the best film mysteries ever. As mysteries go, the narrative is rather ordinary: a simple diversion, one jealous husband as red herring.<br /><br />What's rather miraculous is Welles' placement of the story in an artifi",1
4949,4949,I loved this movie and will watch it again. Original twist to Plot of Man vs Man vs Self. I think this is Kurt Russell's best movie. His eyes conveyed more than most actors words. Perhaps there's hope for Mankind in spite of Government Intervention?,1
2091,2091,"I saw this movie about a week ago and still keep thinking about it. I was very moved by this movie. I found the characters very believable and likable almost to a fault. As in real life though sometimes people disappoint, as was the case with Leo, who even though I liked his character I could not have been more disappointed when he was willing to have unprotected sex even though fully aware of his HIV status. I was also disappointed with Leo for rejecting the medicine available to him, and the a",1
3413,3413,"I don't like Sean Penn's directing very much, and this early work, The Indian Runner, is no exception. The movie has no core, it's colored with a kind of redneck, anti-authoritarian tweeness that in all honesty taints most of Penn's work, his latest work even more so than the earlier. Frank Miller, Robert Rodriguez, Clint Eastwood, Sean Penn, the whole lot seem to produce such fundamentally banal product, ostensibly in some allegiance to honesty, but ending up being, for the most part, glorified",0
2923,2923,"Unless the title is supposed to be some kind of spoiler for the wife's transformation (the fiends! ruining it for us). Anycase, if this movie wasn't Made-For-TV, it should have been, it's so remarkably low-budget, underscripted, underacted, and hits every 70's cliche except disco. Nobody is likeable, and you could careless what happens to anyone in this one. Eminently forgetable except for the bad, bad performances.",0
2711,2711,"As the 2000's came to a close, king Kong's adopted daughter went ahead and made a tearful announcement her show as coming to an end.<br /><br />While Miss Winfrey was tearing up, i was laughing and screaming like a wild Indian from the old west.<br /><br />So what does Oprah do? she takes famous people, and puts them on her show. what kind of famous people? people who've suffered (just like her, except these people have lost more than their virginity) they've suffered melted faces (true story), ",0
3049,3049,"This is an awesome Amicus horror anthology, with 3 great stories, and fantastic performances!, only the last story disappoints. All the characters are awesome, and the film is quite chilling and suspenseful, plus Peter Cushing and Christopher Lee are simply amazing in this!. It's very underrated and my favorite story has to be the 3rd one ""Sweets To The Sweet"", plus all the characters are very likable. Some of it's predictable, and the last story was incredibly disappointing and rather bland!, h",1
959,959,"It might be a little erroneous to open a review by describing a film in terms of other films, but I think it's the best way to give an approximation of the place Election occupies in the gangster genre arena. It works somewhere in between The Godfather and Kinji Fukasaku's yakuza opus The Yakuza Papers (AKA Battles Without Honour and Humanity), in that it is simultaneously both romanticized and realistic, dark and gritty. But it's also a Johnnie To film, and as such it carries the distinct touch",1
4478,4478,"This is an atrocious movie. Two demented young women seduce and torture a middle aged man. There's not much to give away in regards to a plot or a ""spoiler"". I would only comment that the ending is nearly the most preposterous part of the flick. Much of the film involves Locke and Camp cackling obnoxiously, all the while grinning psychotically at the camera. Add to this a soundtrack that repeats again and again, including a vaudevillian song about ""dear old dad"" that suggests an incestuous quali",0
58,58,"It's heart-warming to see a movie that doesn't bash males. In this one the wife/mother leaves her family to ""get in touch"" with herself - or pursue her libido. The father stays with and nurtures the kids, letting neither his work nor his love life interfere with his love of and responsibility to them.",1
4699,4699,"Now, i hired this movie because Brad Dourif was in it. He is an excellent actor, BRILLIANT in everything...except this movie. And i think that was only because he realized how stupid this movie was, and didn't bother with a good performance. This movie is a unintentional-comedy. Some of the lines just crack me up. And them there are some lines that make no sense, and it seems like Tobe Hooper just throw lines in without thinking about the plot. Oh! BTW the plot is BAD! But it one of those films ",0
571,571,"Emma is a horribly flawed film based on Jane Austens classic novel. I have not read the book so I really didn't know that much about the plot, and yet I still predicted nearly the entire plot. There were also many scenes that frustrated me because of the bad writing or directing. The film is though for some reason very entertaining and I loved it. Of course there were all the scenes I disliked but the majority was well acted and funny. Gwyneth Paltrow gives one of her best performances as the he",1
1544,1544,"The story and music (George Gershwin!) are wonderful, as are Levant, Guetary, Foch, and, of course, Kelly. One thing's missing, and that thing is a good leading lady. I'm sorry, Leslie Caron bothers me. Anyway, despite her, the plot moves along nicely with the famous (and deservedly so) Ballet. Oh the colours, the dazzling reds, blues, greens, and yellows. Musn't forget the beiges as well. ; ) I just adore the contrast between the Beaux Arts Ball (completely black and white costumes) and the eve",1
2170,2170,"I like the cast pretty much however the story sort of unfolds rather slowly. Danny Glover does a good job making you wonder if he's the bad guy. Meanwhile, the other characters are just part of the story. Dennis Quaid didn't have as much room in the story as he could have had. I thought the first scene was a bit over the top grim compared to how the story unfolded. I'd watch it again though. I rated it a 5 (wish I could rate it a 5.5)",0
3169,3169,"Beaudray Demerille(a weak Peter Fonda, who also directed), an aging gambler, wins young teen Wanda ""Nevada""(pretty, but not talented Brooke Shields) in a poker game. Together the unlikely pair(of course)embark on a search for Indian gold in the Grand Canyon.<br /><br />That's the story and there really is no need to search for a deeper meaning in it. It just isn't there. The acting is very weak too, which was quite a surprise given the fact that Peter Fonda was in the lead.<br /><br />If you're ",0
2282,2282,"I first saw this movie here in the U.K. in December 1989 when Central TV broadcast it. I still have the video tape, although worn out (over the years many friends and family members have borrowed it and have also been chilled by it!). <br /><br />Anyway, I remember coming home that night, grabbing a Christmas tipple, switching the lights out and watching what was advertised as a 'Christmas Ghost Story'. Even now I remember certain scenes that still send the hairs on my neck standing on-end... <b",1
2542,2542,"Before all, I'd like to point out that I have not read the book, so there was no chance I'd be disappointed in that aspect. The major flaw I spotted was historical detail, with several cars, trains, clothes, etc. I think don´t belong at that time.<br /><br />***Possible spoiler*****<br /><br />The technical aspect of the film is ok, nothing to brag about. But the acting, I think, was terrific. I don't have no experience in acting, still I can't believe how people can consider this terrible! Mayb",1
3181,3181,"I can see the guys doing the budget preparation for this flick. ""Well lets see now, we spend 50% getting Dirk Benidict, cause Battle Star Galactic and the A-Team were cool. The we spend 40% making a Demon Costume, never mind that the Demon is supposed to be incorporeal in the script. And we spend the rest making the movie."" This was pretty bad and VERY cliche.... Have a loved one present when watching (or bring a good book)",0
879,879,"Good show, very entertaining. Good marshal arts acting. Good story plot. The entire main crew did a nice job from Robert Urich, to Chuck, Norris, Jennifer Tung, and especially a BIG hand to Judson Mills. An especially fine tribute to Robert Urich, in his latter days. A GREAT ! actor who will be truly missed.",1
651,651,"This film was not nearly as much of a chore as I expected it to be. There are a few seconds of brilliance in this somewhat idiotic hardcore UFO conspiracy paranoia-fest. Most of the acting is mediocre, but fairly typical for 1970s-style stuff replete with pregnant pauses. A photographer and a model witness some strange goings-on in the woods and soon fall victim to these same goings-on. Flying saucers are spotted, more people disappear - but is it the aliens or our own government's ultra-secret ",0
2872,2872,"When I had first heard of ""Solar Crisis"" then got a load of the cast, I wondered why I had never heard of a movie with such a big cast before. Then I saw it.<br /><br />Now I know.<br /><br />For a movie that encompasses outer space, the sun, vast deserts and sprawling metropolises, this is an awfully cramped and claustrophobic feature; it feels like everyone is hunkered close together so the camera won't have to pull too far back.<br /><br />And the effects, while good, are pretty underwhelming",0
2223,2223,"I think the film is educational. However, it fails to treat the issue which sparked so much controversy: plural marriage. Also, the film fails to reveal what the LDS church espouses. Big opportunity was missed to tell the world what they actually believe. I could not get a clear idea of what it is LDS views are on central topics of religion.<br /><br />I have many LDS friends and they are nice people. Would have been nice to get a clearer picture of how they view their prophet's more controversi",1
4110,4110,"I rented this movie about 3 years ago, and it still stands out in my mind as the worst movie ever made. I don't think I ever finished it. It is worse than a home video made by a high school student. I remember them doing a flashback to 1970 something and in the flashback there was a man with a polo shirt, oakley sunglasses and a newer SUV, like a Toyota Rav-4 or something (I don't remember). I don't understand how they could have possibly said that to be in the 70s. He might have had a cell phon",0
1702,1702,"When Carol (Vanessa Hidalgo) starts looking into her brother's death, she begins to suspect something more sinister than ""natural causes"". The closer she gets to the truth, the more of a threat she becomes to her sister-in-law, Fiona (Helga Line), and the rest of the local Satanists. They'll do whatever is necessary to put a stop her nosy ways.<br /><br />If you're into sleazy, Satanic-themed movies, Black Candles has a lot to offer. The movie is filled with plenty of nudity and ritualistic soft",0
4872,4872,"I loved this movie. I knew it would be chocked full of camp and silliness like the original series. I found it very heart warming to see Adam West, Burt Ward, Frank Gorshin, and Julie Newmar all back together once again. Anyone who loved the Batman series from the 60's should have enjoyed Return to the Batcave. You could tell the actors had a lot of fun making this film, especially Adam West. And I'll bet he would have gladly jumped back into his Batman costume had the script required him to do ",1
3364,3364,"I love this movie! 10 out of 10 hands down! It is that damn good! I am not much of a fan of movies but I gotta tell you this one opened my eyes. Astounding color and fast energy. I was fortunate to catch this at a screening during the Zoinks! Film Festival in Boston, and the story really enveloped me from the start. It had a lot of adult themes and character and when it ended I wanted more. I hope they make a sequel. That would be fun. My only problem with it is the performance of Melissa Connor",1
2675,2675,"Unbelievable!<br /><br />this film gets a 7 out 0f 10. This has to be one of the worst films i have seen in years. not only was the acting incredibly bad, the storyline (if you can call it that) was just as bad. Offcourse everyone knows what's going to happen within the first 5 minutes. Which is not a bad thing if you can captivate the audience during leading up to that moment. That however, is not the case. There is no action, no suspense, not even a spark between the 2 leading actors. It was u",0
2389,2389,"It should come as no shock to you when I say that Alone in the Dark is a crappy movie. To put it bluntly, it's as if a dung monster defecated, ate the result, and then vomited. The final product would still outshine this movie.<br /><br />Seemingly based on an ancient (!) Atari video game, the movie has something or other to do with a portal to the bowels of the earth, the unleashing of demons, and ancient civilizations. Something about there being two worlds, that of darkness and that of light.",0
2472,2472,I have seen this movie and even though I kind of knew who the killer was from the beginning I still liked watching it. I would recommend it to other people. It comes on Lifetime movie network quite a lot. And I am thinking since it's close to Halloween they might play it more. So please be on the look out for it if you are interested in watching it. I believe that Alicia Silverstone played her part very well. I really like her as an actress and person. She seems so nice and down to earth. Kevin ,1
3744,3744,"I view probably 200 movies a year both at theaters and at home and I can say with confidence that this movie is by far the worst I have seen this year (If not ever, however I have not actually seen ""Quest of the Delta Knights"" yet). This movie is just bad joke after bad joke geared to the 13 year old and because I had he displeasure of viewing it on a bus trip I couldn't walk out.<br /><br />Do yourself a favor and skip this one in the rental aisle. The four dollars could be better spent on any ",0
267,267,"Genre: Dinosaur, animation, New York, time travel, circus.?<br /><br />Main characters: Rex the Tyrannosaurus rex, Elsa the pterodactyl, Dweeb the Parasarolophus, Ooo the Triceratops, a boy called Louis, a girl called Cecilia and Captain New-eyes. ? Actors: John Goodman (Rex), Yeardley Smith (Cecilia), Martin Short (Stubbs the clown), Felicity Kendal (Elsa) etc.?<br /><br />What happens: Four dinosaurs (see above) are fed some ""brain grain cereal"" and are now cuddly, friendly dinosaurs who are g",1
4014,4014,"This adaptation of M.R. James's short story 'A View From A Hill' was first shown on British television in 2005, on the little watched digital channel BBC 4. I saw that it was being repeated again on BBC 4, and decided to give it a go, remembering the BBC's successful 1970's adaptations of other M.R. James stories including 'Whistle And I'll Come To You My Lad' and 'The Signalman'. Though not in the same class as these masterpieces, 'A View From A Hill' is nonetheless an enjoyable and at times su",1
2616,2616,This movie pretty much sucked. I'm in the Army and the soldiers depicted in this movie are horrible. If your in the Military and you see this movie you'll laugh and be upset the entire movie because of the way they acted as a squad. It was ridiculous. They acted like a bunch of normal people with Army uniforms on not knowing what to do. It was a pretty gory movie I'd have to say the least. There was a couple scenes where they try to make you jump. I'd recommend seeing it if you are bored and wan,0
2014,2014,"I wasted 5.75 to see this crappy movie so I just want to know a few things:<br /><br />What was the point of the dog being split in half at the beginning of the movie, the disease had nothing to do with being split in half.<br /><br />What was the point of dragging Karen into the shed, she already totally infected her room, they could have just locked her in there where she would have been safer.<br /><br />Why would the Hermit be running around the forest asking strangers to help him when he co",0
1102,1102,"This movie is a Gem because it moves with soft, but firm resolution.<br /><br />I caution viewers that although it is billed as a Corporate Spy thriller and Ms Liu is there, it moves at a deftly purposeful yet sedate pace. It's NOT about explosions, car chases, or flying bullets. You must be patient and instead, note the details here. It's sedate because that's what the Main Character is. The viewer has to WATCH him and Think as this story unfolds.<br /><br />I will not give spoilers-- because t",1
1956,1956,"Kurt Russell is at his best as the man who lives off his past glories, Reno Hightower. Robin Williams is his polar opposite in a rare low key performance as Jack Dundee. He dropped the Big Pass in more ways than one.<br /><br />You'll see some of the most quotable scenes ever put into one film, as Jack hisses at a rat, Reno poses, and the call of the caribou goes out.<br /><br />Don't miss this classic that isn't scared to show football in the mud the way it should be played (note to the NFL).",1
2653,2653,"Bored with the normal, run-of-the-mill staple films to watch this Halloween that I've seen over and over again, I took a chance on ""The Sentinel"", hoping it could get my horror juices flowing again. Mind you, I had just come back from seeing the Dark Castle remake of ""The House on Haunted Hill"" - complete and utter crap. Thankfully, ""The Sentinel"" BLEW ME AWAY! In a riviting story about a model who moves into a creepy building in Brooklyn Hights, the film offered everything that I hope to find i",1
3883,3883,"This is the worst movie I ever paid to see and with the exception of ""They Saved Hitler's Brain"" the worst movie I have ever seen period. When this movie came out I was a big fan of SNL and SCTV and therefore was anticipating what I thought would be the funniest movie that could be produced since it did not have the restrictions the TV improv shows must deal with. <br /><br />The writers must have thought we will throw in some grossness, some flatulence jokes, some cheap sex and hey we have a ri",0
3476,3476,"'Succubus', the edited version of 'Necronomicon Geträumte Sünden', is a struggle to sit through, even at a lean 76 minutes; any more of this dreadfully boring and pretentious Euro horror tripe and I may have slipped into a coma.<br /><br />Jess Franco once again delivers a truly awful piece of 60s trash that appears to have been made by a cast and crew out of of their heads on Class A hallucinogenics, since not one second of this mess made any sense whatsoever. Apparently, this is one of the bet",0
